324	Rick	761075
325	Edgar	269023
326	Sarah	783058
327	Edith	510736
328	Timothy	925574
329	Patricia	892486
330	Mary	313895
331	Jonathan	861787
332	Victoria	783139
333	Jenise	569406
334	Shannon	568370
335	Regina	609285
336	Ruby	137304
337	Darlene	576710
338	Thomas	10072
339	Erika	593398
340	Anthony	421673
341	Dorcas	938822
342	Rudolph	970104
343	Nelson	402041
344	Norma	834569
345	Laurie	893654
346	Olivia	407328
347	Betsy	507221
348	Betty	155462
349	Raymon	853596
350	Mildred	133293
351	Ena	432968
352	Cristal	301231
353	Lydia	454560
354	Whitney	509392
355	Bradley	515245
356	Penny	95815
357	Michael	156870
358	Ricky	108281
359	Helen	812335
360	Gary	758650
361	Neil	93493
362	Yvonne	53343
363	Albert	363543
364	Mickey	971022
365	Barry	712054
366	Effie	777121
367	Cristobal	717807
368	Ruth	844230
369	Zachary	709683
370	Andy	129801
371	Stephanie	532486
372	Maryellen	121799
373	Margaret	405132
374	David	270123
375	Faye	980575
376	Leanne	664443
377	Maurice	653846
378	Carmela	107855
379	Jon	764708
380	Christal	743231
381	Barbara	655833
382	Christine	948114
383	Joseph	287901
384	Lena	431639
385	Michael	204797
386	April	627566
387	Jack	638562
388	Royce	283285
389	Peggy	320651
390	Connie	522985
391	Lorraine	253401
392	Ruth	795781
393	Mario	608747
394	Elaine	60987
395	Sheila	141628
396	George	517714
397	Diane	134136
398	Travis	235958
399	Jesse	869297
400	Ralph	718029
401	Charles	209090
402	Lori	4442
403	Elmer	862147
404	Robert	235416
405	Constance	903057
406	Kathleen	753680
407	Mary	345856
408	Karen	263005
409	Manuel	43015
410	Jennifer	760143
411	Mark	261045
412	Ethel	379329
413	Robert	970731
414	Katherine	755028
415	Robert	344794
416	Mary	931336
417	Martine	117662
418	Samatha	829408
419	Aaron	912664
420	Theresa	711985
421	Clara	561787
422	Christine	230049
423	Juanita	56559
424	David	225468
425	Pamela	20956
426	Carrie	990729
427	Lillian	422877
428	Micheal	72430
429	Pauline	884807
430	Russell	467126
431	William	957845
432	Nathan	867008
433	Walter	839903
434	Cheryl	306544
435	William	833739
436	Cara	425344
437	Cyrus	152194
438	Carolyn	720324
439	Albert	10169
440	Kevin	589209
441	Raymond	817069
442	Lorraine	442791
443	Candi	428270
444	Beatrice	55862
445	Joshua	39231
446	Rafael	872168
447	Harry	556210
448	Anita	820957
449	Antonia	859526
450	Alonzo	651996
451	Robert	998211
452	Winnie	122057
453	Bryant	328936
454	Alexandria	363075
455	Ella	942001
456	Carlos	435091
457	Jean	790528
458	Anne	733206
459	Todd	544206
460	John	705728
461	Neal	180564
462	Kathie	794270
463	Tristan	22717
464	Briana	401854
465	Gary	238870
466	Thomas	345032
467	Lewis	483713
468	Katherine	683072
469	Frank	418232
470	Roy	971789
471	Brittney	157161
472	Kevin	114265
473	Chris	987076
474	Andrew	395331
475	Robbin	161783
476	Elton	19699
477	Judy	664585
478	Albert	409775
479	Justin	261592
480	Concetta	694438
481	Edward	250767
482	Wesley	980868
483	David	613786
484	Arthur	448187
485	Hector	981238
486	Jeff	724161
487	Thomas	817340
488	Lisa	675165
489	Jason	587163
490	Alan	502187
491	Anderson	250812
492	James	901023
493	Paula	758054
494	Donna	139671
495	Mamie	667420
496	Cris	842053
497	Hazel	732830
498	Jo	847643
499	Peter	291955
500	Kristal	272055
501	Maude	818477
502	Troy	352441
503	Christopher	264528
504	Rose	592936
505	Mary	136589
506	Shirley	73882
507	Justin	750895
508	Bruce	580821
509	Kelly	205350
510	Victor	80897
511	Zachary	60319
512	Clifford	401215
513	Claudia	619714
514	Stanley	572889
515	Alonzo	891205
516	Karen	212244
517	Evelyn	879332
518	Charles	743787
519	Edward	561369
520	Maria	867542
521	Kimberly	485965
522	Paul	849559
523	Eugene	791411
524	Anna	61077
525	Adrian	330935
526	Rafael	968174
527	Michael	456437
528	Micheal	528728
529	Lisa	950030
530	Duane	402464
531	Edgar	606442
532	Felicia	752574
533	Ruben	800425
534	Jessie	571470
535	Christopher	669446
536	Mike	966125
537	Ken	286984
538	Christina	517971
539	Luis	874292
540	David	16642
541	Eunice	512182
542	Matthew	765589
543	Elba	98595
544	Nathan	44730
545	Rebekah	197961
546	Billy	199230
547	Josephine	206647
548	Ronald	920119
549	Edward	54314
550	Linda	640270
551	Neal	895270
552	Diana	611658
553	Mikel	876083
554	Maria	419371
555	Nicole	949705
556	Annie	980043
557	Keith	954054
558	Mary	319402
559	Ernestine	625085
560	Elizabeth	636644
561	Tammy	545086
562	Benjamin	119023
563	Roy	15079
564	Pete	353052
565	Brandi	36135
566	Gail	508480
567	Guy	467884
568	Tiffany	849710
569	Jody	954054
570	Jean	153242
571	Fred	423600
572	Luella	441302
573	Paulita	893250
574	Bernice	39428
575	Darrell	258629
576	Angie	416335
577	Valerie	648672
578	Robert	178664
579	Tammy	132409
580	Anita	672252
581	Angela	103626
582	Billie	49405
583	Johnnie	850179
584	Elmer	78774
585	Heather	310426
586	James	853678
587	Dianna	39099
588	Robt	437776
589	Angelo	42599
590	Sharon	947057
591	Joseph	615977
592	Fletcher	530831
593	Ray	480597
594	Pedro	378857
595	Alice	644345
596	Jessica	977846
597	James	512482
598	William	942339
599	James	801858
600	Joe	181734
601	Royce	209979
602	Eric	254825
603	Cindy	340681
604	Leatrice	77047
605	Wayne	196635
606	Ashely	609496
607	Annette	381133
608	Walter	975212
609	Jimmy	606039
610	Alisha	610477
611	Julie	678352
612	Laura	539200
613	Milissa	872596
614	Lynn	774250
615	Regina	173409
616	Colleen	549926
617	Leslie	844841
618	Dolores	271738
619	Janet	633974
620	Pedro	479762
621	Cynthia	465731
622	Jeff	970461
623	Caroline	656230
624	Jason	458604
625	Shawn	373628
626	Thomas	567391
627	Donald	15687
628	Julie	617806
629	Richard	85707
630	Lisa	860877
631	Michael	724319
632	Lai	636943
633	Angela	675336
634	Calvin	793526
635	Christine	396378
636	Ryan	483858
637	Jess	427514
638	Aaron	647526
639	Ernest	255323
640	Judith	652082
641	Frederick	313791
642	Mary	738691
643	Jacqueline	179176
644	James	388769
645	Hazel	916852
646	Frances	633089
647	Adam	306486
648	Andrea	882888
649	Joanna	669729
650	Dorothy	231282
651	Louise	822523
652	John	625915
653	Michael	967354
654	Mervin	71623
655	James	64799
656	Misty	893933
657	John	9397
658	Jonathan	348873
659	Howard	586184
660	Gregory	279196
661	Michele	546849
662	Earlene	191548
663	Matthew	62674
664	Cruz	734580
665	Patricia	342555
666	Lisa	589872
667	Henry	98227
668	Charles	185104
669	Marquita	102529
670	Hector	920704
671	John	464702
672	Joseph	783927
673	Mozell	61143
674	Eric	832000
675	Bryan	124983
676	Richard	782408
677	Robert	824471
678	Edmond	748734
679	Shannon	913458
680	Joel	759100
681	Opal	341589
682	Evelyn	801580
683	Angelia	405309
684	Jeffrey	256371
685	Lilly	955073
686	Jeremy	119368
687	John	836275
688	Tameka	558124
689	Veda	975986
690	Inez	388544
691	Lois	368977
692	Judy	494209
693	Anthony	317118
694	Donald	132914
695	David	676221
696	Michael	83559
697	Angela	676391
698	Carol	897481
699	Janet	449166
700	Gerald	929403
701	Cari	885829
702	Curtis	72548
703	Dennis	36671
704	Don	200973
705	Sherri	383866
706	Keisha	819741
707	Heather	126264
708	Erwin	34215
709	Noreen	746170
710	John	878436
711	Joyce	422529
712	Ronald	51855
713	Stacy	731623
714	Richard	142033
715	Anthony	933570
716	Karen	239155
717	George	535501
718	Jeanine	460699
719	Sharon	906145
720	Laura	843540
721	Daniel	240060
722	Michael	218364
723	William	380509
724	John	377832
725	Randy	710907
726	Robert	675097
727	Louis	173017
728	Charles	932868
729	Rhonda	945035
730	Jordan	524243
731	Karen	71623
732	Natalie	978633
733	Erica	933647
734	Dennis	435730
735	Christopher	690389
736	Mary	188981
737	Shirley	275249
738	Deana	998375
739	Irene	12566
740	Sandra	304908
741	Michael	451538
742	Daniel	805459
743	Megan	638113
744	Colleen	338337
745	Brian	416291
746	Josephine	594544
747	Gary	471070
748	Darryl	731732
749	John	670792
750	Robert	73946
751	Ryan	494586
752	Mattie	961576
753	Ralph	521325
754	Mary	579511
755	Donna	617256
756	Linda	761160
757	Faith	459041
758	Norman	694482
759	Helena	463325
760	Laura	141196
761	Brenna	47255
762	Lucille	847463
763	Nicholas	501522
764	Benjamin	927397
765	Eric	171464
766	Rosario	488552
767	George	145042
768	Kenneth	189245
769	Angela	740921
770	Diana	535244
771	Donna	645507
772	Geraldine	825753
773	Paul	162105
774	Edgar	357004
775	Jeffrey	747860
776	Russell	460914
777	Sophie	463847
778	Reba	56649
779	Ray	102024
780	Karen	416456
781	Jerry	547319
782	Harry	992849
783	Dawn	304852
784	Kelli	181952
785	Ruth	813401
786	Samuel	837382
787	Lincoln	576806
788	Eric	334496
789	Alice	782328
790	Matthew	783457
791	Martha	429265
792	Diane	100693
793	Gary	907843
794	Milagros	643370
795	Cindy	335026
796	Brian	143880
797	Charles	850371
798	Shaun	681151
799	Robert	107952
800	Linda	159072
801	Debbie	983166
802	Christina	406353
803	Kay	316330
804	Elsie	405761
805	Fay	303685
806	Robert	188447
807	Helen	110604
808	Albert	331714
809	Melonie	586161
810	Leona	335342
811	Ann	724580
812	Elisa	951764
813	David	562622
814	Dave	978815
815	John	336532
816	Kenneth	988425
817	Edward	379128
818	Kimberly	946124
819	Janell	328768
820	Tova	403259
821	James	682962
822	Erica	818012
823	Joseph	862843
824	Rose	745278
825	Susan	4147
826	Maria	427653
827	Michael	829268
828	Tom	151257
829	Louise	568526
830	Jeniffer	218691
831	William	563969
832	Donovan	153820
833	Eric	547478
834	Frank	890953
835	Beatrice	768196
836	Lauren	21737
837	Patty	237298
838	Vincent	621224
839	Patricia	683024
840	Michael	491660
841	Richard	743249
842	Paul	776223
843	Mirtha	402268
844	Patricia	484213
845	Herbert	216151
846	Ray	318797
847	Christopher	544184
848	John	111033
849	Salvador	347975
850	Eric	975622
851	Willie	149649
852	Katherine	365844
853	Denise	385924
854	Richard	151860
855	Joseph	252743
856	Lois	646604
857	Jamie	56823
858	Milton	858649
859	John	895969
860	Tammy	901551
861	Glenn	692720
862	Marquita	816795
863	Bertha	49598
864	Nancy	964238
865	Bertha	366322
866	Lonnie	257360
867	Scott	155964
868	Anthony	157768
869	Mary	668865
870	Dennis	786652
871	Maria	570529
872	Michael	889238
873	Elsie	571370
874	Melissa	548771
875	Robin	769418
876	Sara	70519
877	Wayne	908081
878	Margaret	372155
879	Trevor	205407
880	Allen	619578
881	James	452815
882	Robert	511254
883	Roy	587708
884	Nicole	42880
885	Daniel	650561
886	Sara	281666
887	Juana	995280
888	Anne	57394
889	Victoria	781356
890	Lois	613593
891	George	690682
892	Janie	698925
893	Eilene	587160
894	Robin	660918
895	Donald	66235
896	Peter	861248
897	Harvey	271762
898	Rosalie	567500
899	Karen	526219
900	Jewell	892244
901	Eric	765083
902	Monica	131206
903	Albert	807011
904	Renee	67920
905	Debra	678002
906	Jenny	526273
907	Lawrence	117486
908	Curtis	634855
909	Maria	522563
910	Jill	712342
911	David	58243
912	Marc	122990
913	Iris	210259
914	Jack	239004
915	Robert	370025
916	Virginia	141239
917	Alicia	260172
918	Jaime	277718
919	Roman	22817
920	Audrey	296055
921	Lori	881339
922	David	805096
923	Dexter	863684
924	Leatha	434673
925	Mickey	536493
926	Stanford	827521
927	Joseph	988138
928	Anthony	909811
929	Ann	228212
930	Christopher	724495
931	Margaret	717979
932	Joshua	275259
933	Dede	941815
934	Rick	723044
935	Jessie	825759
936	Lois	907018
937	Michael	898792
938	Jeanne	929171
939	Terry	457341
940	Arthur	103135
941	Thomas	602870
942	David	375901
943	Christina	442335
944	Martin	991271
945	Jeffrey	63596
946	Kelly	450939
947	Richard	284600
948	Cathy	277222
949	Kenneth	989287
950	Willie	564018
951	Marilee	945894
952	Willie	768857
953	Floyd	476242
954	Brandi	297891
955	Charlie	426079
956	Mary	611018
957	Gordon	587287
958	Connie	882196
959	Carl	394251
960	Jose	88124
961	Stanley	944883
962	Jennifer	640461
963	Edward	44504
964	Robert	47548
965	Gloria	95175
966	Stacy	891746
967	Rachelle	179444
968	Ila	262048
969	Regina	260358
970	Donald	320896
971	Cassandra	616363
972	Earl	264999
973	William	253417
974	Robert	418074
975	William	854078
976	George	952470
977	William	467372
978	Gary	118098
979	Lola	756457
980	Wendy	832670
981	Julie	71889
982	Gabriel	125637
983	Cassandra	583141
984	Mary	999250
985	Andrew	566591
986	Richard	255212
987	Deborah	635912
988	Felecia	276946
989	Virginia	49833
990	Wade	657320
991	Linda	80648
992	Julia	319005
993	Thomas	912019
994	Richard	204133
995	Victor	719367
996	Scott	764032
997	Willie	871006
998	Carol	557980
999	Charles	65752
1000	Kent	335878
1001	Ryan	273641
1002	Gary	570200
1003	Gloria	569156
1004	Bianca	555840
1005	Martha	188684
1006	Leslie	139571
1007	Joe	542298
1008	Nelson	151790
1009	George	42839
1010	Becky	622217
1011	Shelby	921774
1012	Rick	36090
1013	Samuel	572441
1014	Esther	620607
1015	Charles	318992
1016	Kiara	953752
1017	Irvin	279690
1018	Albert	776429
1019	Joseph	221181
1020	Donna	689837
1021	Louisa	15578
1022	Brent	879433
1023	Melvin	450979
1024	Yetta	987517
1025	Lawrence	851802
1026	Dick	694807
1027	Ofelia	66530
1028	Steven	497905
1029	Victoria	385426
1030	Lila	610611
1031	Guy	464595
1032	Marcelina	373145
1033	Christinia	593833
1034	Kevin	650776
1035	David	909958
1036	Jennifer	439862
1037	Barbara	799663
1038	Natalia	656087
1039	Andrew	536769
1040	Lynn	709639
1041	Daniel	618043
1042	Nancy	175229
1043	Minnie	750759
1044	Violet	513032
1045	Mary	525605
1046	Lisa	272380
1047	Lawrence	340381
1048	Charles	776038
1049	David	390040
1050	Katie	815092
1051	Staci	711047
1052	Agnes	887514
1053	Ralph	589851
1054	Saul	35679
1055	James	38165
1056	Janet	563728
1057	Marion	714485
1058	Mary	916334
1059	Melissa	237390
1060	Sherri	964949
1061	James	536937
1062	Matthew	188021
1063	Robert	42786
1064	George	476245
1065	John	443072
1066	Milton	269758
1067	Michelle	42558
1068	Denise	536223
1069	Pamela	353369
1070	Robert	872587
1071	Sandra	451482
1072	Christian	533534
1073	Christopher	433049
1074	Debra	364188
1075	Willa	578287
1076	Amanda	376263
1077	Christopher	893612
1078	Christopher	919217
1079	Sandra	807409
1080	Connie	167091
1081	Margaret	159450
1082	Jason	180962
1083	Robert	575884
1084	Leticia	60710
1085	Linda	495290
1086	Brian	459100
1087	Steven	333943
1088	Ivory	407973
1089	Jennifer	857246
1090	April	448146
1091	Hilda	763434
1092	Darlene	195701
1093	Casey	346383
1094	Madie	70544
1095	Danielle	185713
1096	Leon	958843
1097	Jack	500443
1098	Ronald	553036
1099	Tim	313573
1100	Dwayne	145020
1101	Rachel	367894
1102	Jack	25548
1103	Amy	223845
1104	Jacqueline	617867
1105	Rachel	901004
1106	Reina	944072
1107	Jennifer	640571
1108	Dean	962107
1109	Karolyn	95246
1110	John	192259
1111	Laura	482938
1112	Nina	536079
1113	Jo	901734
1114	Amber	911244
1115	Melvin	485867
1116	John	769763
1117	Karen	632977
1118	Ernest	396948
1119	Paul	808496
1120	Glenn	460447
1121	Bertha	799052
1122	Caren	764468
1123	Marian	795871
1124	Adam	716788
1125	Bette	723820
1126	Jeffrey	771494
1127	Alfredo	923852
1128	James	979690
1129	Lee	365154
1130	Timothy	42578
1131	Ramiro	846529
1132	Kim	642364
1133	Elisa	174262
1134	Tracey	611082
1135	Margarita	36616
1136	Charlotte	622227
1137	Jesse	339732
1138	Stephen	605441
1139	Douglas	673543
1140	Jeremy	645883
1141	Rebecca	512936
1142	Tyler	775238
1143	Sandra	664353
1144	Janice	130904
1145	Mario	125402
1146	Gregory	158696
1147	Melissa	249194
1148	Charles	113542
1149	Eddie	607162
1150	John	435098
1151	Milton	119584
1152	Cody	954331
1153	Selene	643977
1154	William	602011
1155	Leann	907572
1156	Brian	634124
1157	Kristie	829821
1158	Kenneth	897544
1159	Percy	847824
1160	Kendrick	847430
1161	Susan	91353
1162	Kent	49884
1163	Juanita	620110
1164	Tina	122928
1165	Donald	697806
1166	Carl	928517
1167	Anthony	743858
1168	Susan	451850
1169	Daniel	391359
1170	Janie	221285
1171	Christin	147712
1172	Jess	7796
1173	Melvin	505929
1174	Alma	428243
1175	Marilyn	654212
1176	Dorothy	55592
1177	Priscilla	334176
1178	Lon	240541
1179	Kevin	268879
1180	Long	809752
1181	Jeffrey	507241
1182	Arthur	872941
1183	Susan	113715
1184	Theresa	120300
1185	Camille	698731
1186	William	285782
1187	Trisha	342387
1188	Hattie	594419
1189	James	269755
1190	Queen	624910
1191	Edward	953505
1192	Travis	272173
1193	John	721452
1194	Marlene	388303
1195	Robert	4779
1196	Julie	345799
1197	Heather	617123
1198	Mittie	790611
1199	Antoinette	643085
1200	Noah	968178
1201	Shirley	494941
1202	Beulah	751836
1203	Robert	556914
1204	David	790828
1205	Tim	561476
1206	Debora	443866
1207	Ana	71322
1208	Helen	615547
1209	Lance	497179
1210	Florence	430062
1211	Archie	691547
1212	Deborah	323800
1213	Sidney	307234
1214	Thomas	679679
1215	Emily	457604
1216	Sylvia	221145
1217	Patricia	526836
1218	Edna	277011
1219	Paul	838145
1220	Inger	271474
1221	Marylou	463399
1222	Olga	938415
1223	Patricia	611150
1224	Winfred	332369
1225	Roger	320315
1226	Jose	114095
1227	Nancy	10914
1228	Melissa	371533
1229	Collette	252535
1230	James	19950
1231	Mary	935914
1232	Christie	646819
1233	Jimmie	449683
1234	Brittany	46078
1235	Harold	912877
1236	Jason	457339
1237	Rueben	349824
1238	Veronica	510577
1239	Bruce	707006
1240	Steven	665148
1241	Christi	188052
1242	Ryan	875422
1243	Margret	841429
1244	Joy	228766
1245	Karla	295608
1246	Christopher	89443
1247	Russell	792723
1248	Marian	320313
1249	Mark	56539
1250	Carol	266779
1251	Michael	705637
1252	Anita	594718
1253	Mary	400205
1254	Susan	169813
1255	John	818337
1256	Ethel	757254
1257	Charles	425871
1258	Mike	553359
1259	Maryann	836749
1260	John	961943
1261	Terri	200158
1262	Charles	641180
1263	Charlotte	350687
1264	Michelle	624774
1265	Dixie	259425
1266	Stacy	936732
1267	Francis	278890
1268	Alicia	288909
1269	Tim	198466
1270	Robert	289062
1271	Mario	230314
1272	Johnny	34421
1273	Matthew	270024
1274	Jesse	393757
1275	Darrell	905919
1276	Frederick	984743
1277	Christine	892479
1278	Theresa	899595
1279	Marion	300509
1280	Mona	277093
1281	Marion	823289
1282	Karen	64153
1283	Christopher	812675
1284	Kimberly	905417
1285	Patricia	353476
1286	Karl	711408
1287	Blanca	855221
1288	Lori	384438
1289	Maggie	777881
1290	Tonia	303284
1291	Robert	762130
1292	Lee	958363
1293	Jamie	739574
1294	Lisa	916072
1295	Linda	637569
1296	Michael	240324
1297	Rose	719461
1298	Charles	100499
1299	Ann	460811
1300	Kevin	988465
1301	Leslie	193180
1302	Douglas	712895
1303	Tommy	125304
1304	Samara	584053
1305	James	299329
1306	John	326954
1307	Michael	752811
1308	Fred	281470
1309	John	202728
1310	Louis	227114
1311	Monica	514035
1312	Jeremy	842405
1313	Brenda	76292
1314	Thomas	198480
1315	Terry	68433
1316	Carlos	372739
1317	Ruth	594485
1318	Kathryn	583862
1319	Alonzo	580811
1320	Shane	456641
1321	Mildred	465315
1322	Alice	594774
1323	John	962094
1324	Burl	904900
1325	Sandra	754908
1326	Valerie	369171
1327	Andrew	572864
1328	Marjorie	626843
1329	Michael	231087
1330	Margaret	696868
1331	Earl	887548
1332	Victoria	703547
1333	Connie	64676
1334	Sarah	732570
1335	Donald	313940
1336	Jeffrey	795128
1337	Joyce	255845
1338	David	53464
1339	Sherita	977947
1340	Arthur	972336
1341	Katherine	899757
1342	Mary	676769
1343	Kelly	249045
1344	Willie	45284
1345	Sean	330891
1346	Octavio	955498
1347	Scott	737260
1348	Stephen	150538
1349	Myrl	400546
1350	Carl	74407
1351	Josie	384433
1352	John	429237
1353	Noe	207278
1354	Joseph	555874
1355	Sue	313196
1356	Ollie	843403
1357	Ronnie	950834
1358	Paul	807051
1359	Ronnie	653425
1360	Maria	553983
1361	Andrew	84354
1362	Billie	858315
1363	Roberto	749510
1364	George	699856
1365	Julia	784145
1366	Wilbur	486137
1367	Dave	383647
1368	Paul	612829
1369	Joan	655682
1370	Robert	835215
1371	Marie	181707
1372	Ramona	983114
1373	Micheal	956165
1374	Deborah	42926
1375	Monty	741607
1376	Louis	340019
1377	Christopher	622482
1378	Afton	752788
1379	Otis	906472
1380	Michael	788251
1381	Doris	847673
1382	Patricia	116206
1383	Viola	787845
1384	Joseph	611804
1385	Lucille	10899
1386	Gene	819079
1387	Patsy	968591
1388	Jerrell	930364
1389	Jennifer	627004
1390	Samuel	913378
1391	Omer	420493
1392	Howard	767469
1393	Laura	143499
1394	Michael	35052
1395	Raymonde	369567
1396	Rudolph	734574
1397	John	478352
1398	Cassandra	324445
1399	Matthew	792300
1400	Jacquelyn	366809
1401	Karina	194657
1402	Mary	241105
1403	Harold	821997
1404	Robert	485708
1405	Alva	668499
1406	Michael	411103
1407	Shirley	893524
1408	Sharon	228789
1409	Robert	946354
1410	Ileen	90334
1411	Terrell	938994
1412	Richard	833857
1413	Kendra	740142
1414	Frank	373681
1415	David	106567
1416	Gabriela	720809
1417	Audrey	478237
1418	Jessica	70978
1419	Diane	880203
1420	Michele	451247
1421	David	431643
1422	Shannon	521369
1423	Courtney	469139
1424	Mary	999589
1425	Denise	998053
1426	Richard	739566
1427	William	608237
1428	Barbara	692703
1429	Christopher	618011
1430	Marlon	740643
1431	Joanne	259850
1432	Andrea	147735
